obs,time,elapsed,date,hhmmss,Ci(m),H2O_B,P_B,T_B,Dp_B, CO2R_DAC,H2OR_DAC,Flow_s+r,Flow_S+R,gtc*,gtc_mmol,rtc*-rtc,replicate,TIME,E,A,Ca,Ci,Pci,Pca,gsw,gbw,gtw,gtc,Rabs,TleafEB,TleafCnd,SVPleaf,RHcham,VPcham,SVPcham,VPDleaf,LatHFlux,SenHFlux,NetTherm,EBSum,blfa_1,blfa_2,blfa_3,Leak,LeakPct,CorrFact,CorrFactPct,Fan,DarkAdaptedID,Fo,Fm,Fv,Fv/Fm,Adark,LightAdaptedID,Fs,Fm',PhiPS2,PS2/1,Qabs_fs,Afs,ETR,Fv'/Fm',PhiCO2,NPQ,DarkPulseID,Fo',Fv',qP,qN,qP_Fo,qN_Fo,Qin,Qabs,alpha,convert,S,K,Geometry,TIME,CO2_s,CO2_r,H2O_s,H2O_r,Flow,Pa,?Pcham,Tair,Tleaf,Tleaf2,Offset,Offset2,Fan_speed,Qamb_in,Qamb_out,Q,f_red,f_blue,f_farred,F,Q_modavg,F_dc,Pc,Tled,TDigital,TPreamp,TPwrSpy,TDrive,Q_red,Q_blue,Q_farred,TSPF,F_avg,dF/dt,dF_dc/dt,F_dc_avg,period,time,hhmmss,count,co2_adj,h2o_adj,co2_at,h2o_at,co2_cv,h2o_cv,A:MN,A:SLP,A:SD,A:OK,?CO2:MN,?CO2:SLP,?CO2:SD,?CO2:OK,F:MN,F:SLP,F:SD,F:OK,?H2O:MN,?H2O:SLP,?H2O:SD,?H2O:OK,Stable,Total,State,ADC_CH1,ADC_CH2,ADC_CH3,ADC_CH4,ADC_CH5,ADC_CH6,ADC_CH7,ADC_CH8,DAC_1,DAC_2,DAC_3,DAC_4,GPIO,GPIO_dir,excit_5v,power_12v,power_5v,ch1_pullup,AuxPower,MatchValveR,MatchValveS,MatchCO2,MatchH2O,DIAG,Flow_s,Flow_r,Txchg,Tirga,Tchopper,Ts,Tr,CO2_%,Desiccant_%,Humidifier_%,Txchg_sp,CO2_r_sp,H2O_r_sp,SS_s,SS_r
23,1556303389,4466.9,20190426 13:29:49,13:29:49,782.6952,14.86728,90.2268086,18.6689,11.2179,0.488090438,0.998611492,1291.853,2.289300723,-34.91742284,157.9926281,-6.358048239,,1556303381,0.004480693,13.54851671,394.6792581,299.0874895,25.22137328,33.28241148,0.26540598,2.519624075,0.250795148,0.157992628,61.93220853,25.31432677,25.00359032,3.180358269,50.1987671,1.717515677,3.42143,1.462842592,-197.5985751,167.2480944,14.12835808,45.71008584,-0.048885092,0.054877798,3.950220586,3,0,1,0,60822.97941,0,798.3830769,3261.57,2463.186923,0.755215103,-1,MPF-1020-20180822-16_32_02,849.2795385,1916.35,0.556824412,0.5,316.1093333,13.54851671,88.00869679,0.639157774,0.046023686,0.701969891,DARK-1021-20180822-16_32_04,691.5,1224.85,0.871184603,0.52341765,0.95447409,0.546129889,374.9991613,316.1093333,0.842960107,0.195920215,6,0.5,0: Broadleaf,1556303381,394.6792581,409.9959677,20.36714839,15.97778387,600.0095484,84.22765484,0.100089261,26.23482258,25.00359032,999.9,0,0,13996.44516,0,0.001581034,374.9991613,0.899991419,0.100008516,0,849.2681935,4.99974,3191.255806,3123.226774,41.002,44.375,42.81809677,44.19106452,43.8506129,332.9954839,37.00096774,0,300.1000001,849.2795385,3.050666666,11.7671795,3191.309615,15,1556303171,13:26:11,23,2.083,0.536,410,16,0.15,0.02,13.5378772,0.087935217,0.029566026,-1,-15.30916829,-0.087405575,0.03090569,1,849.0783529,3.506804734,0.408436681,-1,4.391057317,-0.030265296,0.003126809,1,2,2,2/2,1.86356,1.85841,1.86965,1.86689,1.86659,1.86474,1.8631,1.86737,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,2.083,0.536,2,628.503,663.35,24.3204,26.8293,30,26.6992,26.7378,26.7204,47.4262,0,24.3094,410,16,101.751,138.089
24,1556303540,4617.4,20190426 13:32:19,13:32:19,782.6952,14.86704,90.226187,18.6691,11.21784,0.244054109,0.99912379,1291.22,2.288000519,-12.65750989,155.4426349,-6.512245919,,1556303532,0.004412661,7.416981171,196.7204516,144.1667171,12.15572548,16.58690615,0.260908808,2.52044312,0.246779097,0.155442635,61.93123842,25.27430344,24.98251935,3.176365302,50.22868148,1.712397098,3.409201769,1.463968204,-194.598358,161.931172,13.6691506,42.93320307,-0.048910011,0.054905772,3.951768879,3,1,1,0,60861.67135,0,798.3830769,3261.57,2463.186923,0.755215103,-1,MPF-1022-20180822-16_34_33,850.6288462,1819.65,0.532531615,0.5,316.108087,7.416981171,84.16877508,0.635809084,0.026626909,0.792416124,DARK-1023-20180822-16_34_34,662.7,1156.95,0.837565283,0.554825751,0.9488422,0.585387973,374.9981935,316.108087,0.842958959,0.195917919,6,0.5,0: Broadleaf,1556303532,196.7204516,205.0054516,20.30900323,15.98598065,600.0030323,84.21717419,0.099967258,26.17422258,24.98251935,999.9,0,0,14005.32258,0,0.001602921,374.9981935,0.900035419,0.099964361,0,850.6329677,4.99974,3188.272258,3123.253871,40.70529032,44.062,42.49187097,43.97154839,43.57622581,333.0112903,36.98677419,0,150.1000001,850.6288462,1.037470094,5.473162401,3188.362692,15,1556303475,13:31:15,24,1.833,0.542,205,16,0.16,0.03,7.410272001,-0.00276827,0.034722104,-1,-8.28020439,0.0208177,0.035626265,1,850.5897647,1.112161262,0.238445956,-1,4.322322927,0.014058188,0.00161356,1,2,2,2/2,1.86356,1.85838,1.86964,1.86691,1.86655,1.86472,1.8631,1.8674,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,1.833,0.542,2,628.295,662.925,24.271,26.8475,30,26.7127,26.7521,15.3387,47.4262,0,24.276,205,16,101.75,138.086
25,1556303690,4767.9,20190426 13:34:50,13:34:50,782.6952,14.86696,90.2271194,18.669,11.2179,0.488090438,0.999408669,1291.522,2.288746401,-35.3563441,156.290713,-6.426616297,,1556303682,0.004437639,13.72442401,394.5209032,296.8916631,25.03411964,33.26628774,0.262405224,2.519863386,0.248114639,0.156290713,61.93618214,25.3069014,24.99775484,3.179252001,50.18293659,1.714906157,3.417309296,1.464345844,-195.6998614,165.2853771,13.95938946,45.48108732,-0.048892372,0.05488597,3.950672939,3,0,1,0,60834.49486,0,798.3830769,3261.57,2463.186923,0.755215103,-1,MPF-1024-20180822-16_37_03,868.0063846,2001.61,0.566345899,0.5,316.1308121,13.72442401,89.51969452,0.648992561,0.046576997,0.629473274,DARK-1025-20180822-16_37_05,702.58,1299.03,0.872653915,0.492366129,0.942136179,0.511516194,375.0248065,316.1308121,0.842959737,0.195919473,6,0.5,0: Broadleaf,1556303682,394.5209032,409.9959677,20.33789677,15.99053871,600.0039032,84.22072903,0.099993813,26.21442258,24.99775484,999.9,0,0,13999.68065,0,0.001642683,375.0248065,0.900013194,0.099986642,0,867.9276774,4.99974,3256.646129,3123.461613,40.437,43.86687097,42.25,43.70732258,43.312,333.0277419,36.99935484,0,150,868.0063846,8.148786328,28.56649568,3256.881923,15,1556303619,13:33:39,25,2.137,0.537,410,16,0.12,0.02,13.71367976,0.15911501,0.027856279,-1,-15.46978049,-0.117556098,0.024001882,1,867.5027353,8.380092984,0.835458145,-1,4.34721439,0.000504042,0.000773721,1,2,2,2/2,1.86356,1.85837,1.86965,1.8669,1.86661,1.86469,1.8631,1.86739,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,2.137,0.537,2,628.383,663.139,24.3898,26.8406,29.9999,26.7172,26.7544,26.7243,47.4262,0,24.391,410,16,101.754,138.089
26,1556303841,4918.4,20190426 13:37:20,13:37:20,782.6952,14.86696,90.226187,18.6691,11.21796,0.976192665,0.999020968,1292.719,2.290695098,1195.369946,144.6527357,-6.912271545,,1556303833,0.004181966,18.49587435,798.168129,649.3795731,54.75616891,67.30213069,0.241980158,2.519728894,0.229771493,0.144652736,61.93451886,25.36084082,25.02097419,3.18365583,49.61817144,1.693354754,3.412771381,1.490301076,-184.4246813,159.0671872,13.43498636,50.01201106,-0.04888828,0.054881377,3.950418715,3,0,1,0,60834.58993,0,798.3830769,3261.57,2463.186923,0.755215103,-1,MPF-1026-20180822-16_39_34,857.6202692,2045.53,0.580734446,0.5,316.1213287,18.49587435,91.79127229,0.656196683,0.061672126,0.594486514,DARK-1027-20180822-16_39_35,703.26,1342.27,0.885000582,0.475329417,0.952501833,0.493685635,375.0134194,316.1213287,0.842960045,0.195920089,6,0.5,0: Broadleaf,1556303833,798.168129,820.0018387,20.08230323,15.98433548,600.0020968,84.22074516,0.0999991,26.19193226,25.02097419,999.9,0,0,13998.50645,0,0.001590283,375.0134194,0.899993226,0.100006687,0,857.5845161,4.99974,3218.921613,3123.34871,40.25,43.73170968,42.062,43.562,43.133,333.0093548,37.0016129,0,150,857.6202692,2.643111109,3.813333285,3219.016923,15,1556303766,13:36:06,26,2.804,0.538,820,16,0.07,0.02,18.51853545,-0.493530323,0.063237345,-1,-21.85472439,0.645083624,0.07397606,0,857.5136765,2.246711042,0.270592783,-1,4.108285122,-0.250896794,0.024751658,0,0,2,0/2,1.86356,1.85837,1.86966,1.86691,1.86655,1.86475,1.8631,1.86738,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,2.804,0.538,2,628.44,664.279,24.2342,26.8383,30.0003,26.7172,26.7544,46.4131,47.4262,0,24.2215,820,16,101.755,138.087
27,1556304141,5218.9,20190426 13:42:21,13:42:21,782.6952,14.86704,90.2257208,18.6691,11.21796,0.488081375,0.998299798,1290.256,2.28643654,-13.27274228,95.29812025,-10.56872879,,1556304133,0.002945253,5.02937952,403.7697742,339.5087877,28.62374346,34.04154135,0.156984804,2.520097743,0.151747384,0.09529812,20.63014044,25.42390247,25.00349032,3.180339309,46.67191482,1.590283362,3.407366868,1.590055947,-129.8856568,157.8221205,13.32490899,61.8915132,-0.048899502,0.054893974,3.951115953,3,0,1,0,60851.33527,0,798.3830769,3261.57,2463.186923,0.755215103,-1,MPF-1028-20180822-16_44_34,809.2501923,2220.38,0.635535272,0.5,105.3843408,5.02937952,33.48773286,0.676649943,0.057213239,0.468924238,DARK-1029-20180822-16_44_36,717.96,1502.42,0.939237901,0.409335551,0.992357849,0.42270036,125.0288065,105.3843408,0.842880483,0.195760967,6,0.5,0: Broadleaf,1556304133,403.7697742,409.9883548,18.86249355,15.97279677,600.0002903,84.2093,0.099985945,26.1651129,25.00349032,999.9,0,0,14003.62258,0,0.001712963,125.0288065,0.899981935,0.100018116,0,809.2839355,4.99974,1017.989032,1013.184194,39.399,43.375,41.45732258,43.23170968,42.47764516,108.0248387,12.00483871,0,300,809.2501923,-4.408239304,-10.29367527,1017.823462,15,1556303923,13:38:43,27,2.074,0.538,410,16,0.27,0.03,5.038295605,-0.15177592,0.031014342,-1,-6.226389756,0.229901603,0.036134456,1,809.5723824,-5.090059172,0.537838595,-1,2.89695878,-0.147347038,0.014540885,0,1,2,1/2,1.86356,1.85838,1.86966,1.86691,1.86652,1.86475,1.8631,1.86737,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,2.074,0.538,2,627.435,662.821,24.4266,26.8645,30,26.7352,26.7724,26.7248,47.4262,0,24.4229,410,16,101.758,138.077
28,1556304292,5369.4,20190426 13:44:51,13:44:51,782.6952,14.86704,90.22541,18.6691,11.21796,0.244044816,0.99880625,1289.298,2.284258852,-5.011998056,86.2632875,-11.79193822,,1556304284,0.002693592,2.912738385,201.5420645,162.0989957,13.66631656,16.99170091,0.141706354,2.519438496,0.137422732,0.086263287,20.62507515,25.43301716,24.98154839,3.176181408,46.26210572,1.570186307,3.394109029,1.605995101,-118.7874243,151.803528,12.81445011,66.45562897,-0.048879447,0.054871461,3.949869817,4,1,1,0,60842.7158,0,798.3830769,3261.57,2463.186923,0.755215103,-1,MPF-1030-20180822-16_47_05,820.4226923,2229.88,0.632077649,0.5,105.3583598,2.912738385,33.29733218,0.666260068,0.037137427,0.462666152,DARK-1031-20180822-16_47_07,744.2,1485.68,0.948695081,0.409828512,0.984603798,0.418843568,124.9979677,105.3583598,0.842880582,0.195761164,6,0.5,0: Broadleaf,1556304284,201.5420645,204.9976452,18.62430323,15.9809,600.0051935,84.20843871,0.100020419,26.09916452,24.98154839,999.9,0,0,13998.02258,0,0.001651314,124.9979677,0.89995871,0.100041323,0,820.4943871,4.99974,1030.165806,1012.917419,39.187,43.183,41.24187097,43.014,42.264,107.9932258,12.00193548,0,150.1000001,820.4226923,-5.367384624,-5.682735076,1030.188462,15,1556304223,13:43:42,28,1.825,0.542,205,16,0.22,0.03,2.91056039,0.087368857,0.02151022,-1,-3.452385854,-0.144557561,0.021207772,1,820.6818824,-5.174884526,0.542500787,-1,2.644331707,-0.017398746,0.002101548,1,2,2,2/2,1.86356,1.85838,1.86966,1.86691,1.8665,1.86471,1.8631,1.86738,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,1.825,0.542,2,627.127,662.171,24.3845,26.8861,30,26.7532,26.7904,15.3411,47.4262,0,24.3956,205,16,101.756,138.071
29,1556304442,5519.9,20190426 13:47:22,13:47:22,782.6952,14.86696,90.2249438,18.6691,11.21796,0.488092934,0.999277823,1289.751,2.285533422,-13.2607324,84.27033134,-11.94198316,,1556304434,0.002647845,5.02302778,403.9055806,332.7266538,28.04785658,34.04802612,0.138347055,2.519626829,0.134261265,0.084270331,20.62433492,25.46792331,25.01473548,3.182472061,46.10559709,1.566833657,3.39835889,1.615638403,-116.7699618,150.1817509,12.68006184,66.71618584,-0.048885175,0.054877892,3.950225793,4,1,1,0,60843.69072,0,798.3830769,3261.57,2463.186923,0.755215103,-1,MPF-1032-20180822-16_49_35,796.0795769,2294.09,0.652986772,0.5,105.3536058,5.02302778,34.39725547,0.684694149,0.057169641,0.421727134,DARK-1033-20180822-16_49_37,723.34,1570.75,0.953691181,0.381163252,1.001540074,0.392775713,124.9921935,105.3536058,0.842881486,0.195762971,6,0.5,0: Broadleaf,1556304434,403.9055806,409.9980645,18.58706452,15.98844516,600.0022903,84.19700323,0.0999903,26.12032903,25.01473548,999.9,0,0,14001.56452,0,0.00157826,124.9921935,0.899950968,0.100049058,0,796.043129,4.99974,1001.785806,1012.866452,39.008,43,41.058,42.875,42.11687097,107.9874194,12.00548387,0,150.1000001,796.0795769,3.525641038,3.414358967,1001.778846,15,1556304368,13:46:08,29,2.157,0.54,410,16,0.27,0.03,5.03152293,-0.13341901,0.023663022,-1,-6.096240976,0.080225226,0.016297027,1,795.8370882,3.776983954,0.414744242,-1,2.601201951,-0.053384948,0.005365516,1,2,2,2/2,1.86356,1.85837,1.86966,1.86691,1.86647,1.86474,1.8631,1.86737,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,2.157,0.54,2,627.264,662.487,24.4046,26.9088,30.0001,26.7757,26.813,26.7279,47.4262,0,24.3932,410,16,101.755,138.065
30,1556304593,5670.5,20190426 13:49:52,13:49:52,782.6952,14.86696,90.2252546,18.6691,11.2179,0.976176843,1.000404032,1290.548,2.286623698,220.790089,71.51316618,-13.97890985,,1556304585,0.002285498,6.409292702,811.7240968,697.9758043,58.8354681,68.42381484,0.116943695,2.518853031,0.114009008,0.071513166,20.62560982,25.5250415,25.00650323,3.180910612,45.40583412,1.538393624,3.388096825,1.642516988,-100.7904492,144.3082109,12.18425478,76.32762625,-0.048861642,0.054851474,3.948763313,4,1,1,0,60828.1008,0,798.3830769,3261.57,2463.186923,0.755215103,-1,MPF-1034-20180822-16_52_06,790.6110385,2315.12,0.658501055,0.5,105.358985,6.409292702,34.68950137,0.691791354,0.07032426,0.408812502,DARK-1035-20180822-16_52_08,713.54,1601.58,0.951878121,0.371443821,1.005124184,0.384237993,124.9984194,105.358985,0.842882539,0.195765077,6,0.5,0: Broadleaf,1556304585,811.7240968,819.9885484,18.25024194,16.00646452,600.0025161,84.19447097,0.09995261,26.06918387,25.00650323,999.9,0,0,13995.24516,0,0.001581343,124.9984194,0.899935484,0.100064529,0,790.5620323,4.99974,995.2440323,1012.915161,38.87093548,42.812,40.86687097,42.75,41.96341935,107.9903226,12.01064516,0,150.1000001,790.6110385,2.165367517,1.991863258,995.2898462,15,1556304522,13:48:41,30,2.839,0.541,820,16,0.2,0.03,6.423824485,-0.168134988,0.041441672,-1,-8.280290976,0.32285561,0.048202601,1,790.4902647,2.350668293,0.293085242,-1,2.254432683,-0.255809895,0.025229402,0,1,2,1/2,1.86356,1.85837,1.86965,1.86691,1.86649,1.86473,1.86309,1.86737,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,2.839,0.541,2,626.825,663.723,24.3106,26.9362,30.0003,26.8004,26.8379,46.4136,47.4262,0,24.3025,820,16,101.751,138.06
31,1556304893,5971,20190426 13:54:53,13:54:53,782.691,14.86712,90.2250992,18.6691,11.21796,0.488101152,1.001321774,1288.668,2.283098371,-9.985831208,51.40652368,-19.55292586,,1556304885,0.001690103,3.766031578,405.5534839,320.3606696,27.00105802,34.1813905,0.083546349,2.519283364,0.082037113,0.051406524,16.48990365,25.61027308,24.99395161,3.178531181,44.15408722,1.490245036,3.375100992,1.688286145,-74.5335427,137.2141654,11.57879582,90.74932217,-0.048874729,0.054866165,3.94957661,4,1,1,0,60854.68785,0,798.3830769,3261.57,2463.186923,0.755215103,-1,MPF-1036-20180822-16_57_06,795.6120769,2375.16,0.665028008,0.5,84.26020306,3.766031578,28.01769749,0.688500985,0.056563258,0.373200121,DARK-1037-20180822-16_57_08,739.86,1635.3,0.965907126,0.351511474,1.001757382,0.359863067,99.97045161,84.26020306,0.842851079,0.195702159,6,0.5,0: Broadleaf,1556304885,405.5534839,410.0049677,17.68137742,16.02114839,599.9966129,84.18335484,0.099956387,26.00421935,24.99395161,999.9,0,0,14000.84194,0,0.001679674,99.97045161,0.899984323,0.100015861,0,795.5965161,4.99974,791.2483226,801.6629355,38.44106452,42.44512903,40.45325806,42.49187097,41.60258065,85.4716129,9.500967742,0,299.5,795.6120769,0.279316247,-26.00639317,791.2385,15,1556304672,13:51:12,31,2.096,0.541,410,16,0.47,0.05,3.748481653,0.222482302,0.031610547,-1,-4.437900244,-0.227008641,0.031009843,1,795.5745882,0.756661074,0.213712302,-1,1.661116341,-0.017624111,0.001820475,1,2,2,2/2,1.86355,1.85839,1.86966,1.86691,1.86648,1.8647,1.86309,1.86737,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,2.096,0.541,2,626.486,662.182,24.4034,26.9567,30.0001,26.8275,26.8645,26.7296,47.4262,0,24.407,410,16,101.745,138.053
32,1556305044,6121.5,20190426 13:57:23,13:57:23,782.6952,14.86696,90.2257208,18.6691,11.21796,0.244048963,1.000865323,1287.97,2.281758532,-3.509316979,50.64049637,-20.03199756,,1556305036,0.001666927,2.03564058,202.6277419,156.5188697,13.19197621,17.07819866,0.08228191,2.519659073,0.080817794,0.050640496,16.49177123,25.60462353,24.99121935,3.178013428,44.11222911,1.48771837,3.372575814,1.690295058,-73.51148141,135.887623,11.46425916,90.33217197,-0.048886156,0.054878993,3.950286739,4,1,1,0,60869.80198,0,798.3830769,3261.57,2463.186923,0.755215103,-1,MPF-1038-20180822-16_59_37,817.8141538,2327.6,0.64864489,0.5,84.26928099,2.03564058,27.33041925,0.666738271,0.036023098,0.401258807,DARK-1039-20180822-16_59_39,775.7,1551.9,0.972862843,0.375711522,0.987293446,0.379171386,99.98115806,84.26928099,0.842851619,0.195703239,6,0.5,0: Broadleaf,1556305036,202.6277419,205.001129,17.65133548,16.01384516,600.0048387,84.18360323,0.100012116,25.99157097,24.99121935,999.9,0,0,14004.07419,0,0.001744405,99.98115806,0.89996471,0.100035455,0,817.8418065,4.99974,802.2689677,801.7489355,38.33029032,42.268,40.31809677,42.33841935,41.502,85.48032258,9.503870968,0,150.0999999,817.8141538,-2.947145302,-16.86184612,802.2013462,15,1556304971,13:56:11,32,1.839,0.544,205,16,0.23,0.05,2.02676535,0.051313071,0.024319287,-1,-2.363679024,-0.098793868,0.025207289,1,817.9643235,-2.842834105,0.336887721,-1,1.63687439,0.012280976,0.001477062,1,2,2,2/2,1.86356,1.85837,1.86966,1.86691,1.86652,1.86471,1.86309,1.86738,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,1.839,0.544,2,626.599,661.371,24.3338,26.9601,30,26.8343,26.871,15.3492,47.4262,0,24.3369,205,16,101.749,138.05
33,1556305194,6272,20190426 13:59:54,13:59:54,782.6952,14.86712,90.2255654,18.6691,11.21796,0.488092972,1.000610484,1288.707,2.283270673,-9.86227102,52.42225206,-19.17726528,,1556305186,0.001722547,3.719209445,405.5802903,322.6683471,27.19412903,34.18185529,0.085223959,2.518654707,0.083653733,0.052422252,16.49844971,25.59814917,24.99756774,3.179216537,44.20900892,1.49188881,3.374626228,1.687327727,-75.96433322,136.366087,11.51017432,88.41037781,-0.048855612,0.054844705,3.948388524,4,1,1,0,60833.8408,0,798.3830769,3261.57,2463.186923,0.755215103,-1,MPF-1040-20180822-17_02_07,796.3869615,2402.54,0.668522913,0.5,84.30413895,3.719209445,28.17962426,0.690244491,0.055978384,0.357550759,DARK-1041-20180822-17_02_09,744.2,1658.34,0.968530602,0.341241057,1.001244339,0.348747386,100.0226161,84.30413895,0.842850769,0.195701539,6,0.5,0: Broadleaf,1556305186,405.5802903,409.9980968,17.70180968,16.00976774,600.0046452,84.17888065,0.100005948,26.00184194,24.99756774,999.9,0,0,13996.10968,0,0.001674433,100.0226161,0.899984323,0.100015861,0,796.3770645,4.99974,784.051871,802.1023226,38.25,42.155,40.20529032,42.25,41.395,85.51935484,9.50483871,0,149.5,796.3869615,3.175487182,1.780034166,784.0222308,15,1556305118,13:58:37,33,2.193,0.542,410,16,0.26,0.06,3.711927992,0.05514684,0.024254991,-1,-4.408203659,-0.124781812,0.024216668,1,796.2055882,3.457828471,0.376374119,-1,1.69113561,0.014298188,0.001667266,1,2,2,2/2,1.86356,1.85839,1.86966,1.86691,1.86651,1.86473,1.8631,1.86739,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,2.193,0.542,2,626.719,661.988,24.4362,26.9704,30.0001,26.8434,26.8809,26.7357,47.4262,0,24.361,410,16,101.746,138.048
34,1556305345,6422.5,20190426 14:02:24,14:02:24,782.6952,14.86696,90.2252546,18.669,11.21796,0.976195545,1.001001411,1289.414,2.284621781,164.287604,48.89780301,-20.44472968,,1556305337,0.001615569,5.07905091,813.6108065,684.983505,57.72312989,68.56247182,0.079408377,2.518841448,0.07804339,0.048897803,16.49763151,25.60925438,24.99956129,3.179594425,44.01212314,1.483405718,3.370447987,1.696188707,-71.24660939,133.2625318,11.24630841,89.75986228,-0.04886129,0.054851079,3.948741422,4,1,1,0,60843.49451,0,798.3830769,3261.57,2463.186923,0.755215103,-1,MPF-1042-20180822-17_04_38,789.9212308,2439.05,0.676135696,0.5,84.29979175,5.07905091,28.49904918,0.702457924,0.072112289,0.337229659,DARK-1043-20180822-17_04_40,725.72,1713.33,0.962528392,0.324356725,1.005157565,0.333925125,100.0174355,84.29979175,0.842850962,0.195701925,6,0.5,0: Broadleaf,1556305337,813.6108065,820.0042581,17.60314194,16.01602258,600.004129,84.16936129,0.100010842,25.98090645,24.99956129,999.9,0,0,13999.31935,0,0.00166981,100.0174355,0.89996471,0.100035455,0,789.8901935,4.99974,777.4460323,802.0555484,38.169,42.062,40.125,42.157,41.32419355,85.51258065,9.50483871,0,149.5,789.9212308,2.250598287,3.232512782,777.5055,15,1556305271,14:01:11,34,2.776,0.542,820,16,0.35,0.06,5.079527509,0.049566616,0.027034707,-1,-6.394836098,0.017342509,0.026050137,1,789.7857059,2.548604983,0.315741939,-1,1.592229756,-0.123106411,0.012164523,0,1,2,1/2,1.86356,1.85837,1.86966,1.8669,1.86649,1.86469,1.86309,1.86738,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,2.776,0.542,2,626.612,662.802,24.3084,26.9898,30,26.8592,26.8968,46.4208,47.4262,0,24.3108,820,16,101.741,138.042
35,1556305645,6723,20190426 14:07:25,14:07:25,782.6952,14.86696,90.22541,18.6691,11.21784,0.488097465,1.000129435,1287.827,2.281852071,-7.089345737,40.71126437,-24.70428305,,1556305637,0.001363084,2.664975669,406.7824194,329.0043063,27.72283587,34.27664024,0.065948452,2.518972266,0.065004067,0.040711264,12.36477094,25.63932753,24.99913871,3.179514319,43.39947708,1.461245328,3.366965286,1.718268992,-60.11201592,130.9546717,11.04997472,94.25740141,-0.048865268,0.054855544,3.948988648,4,1,1,0,60850.84521,0,798.3830769,3261.57,2463.186923,0.755215103,-1,MPF-1044-20180822-17_09_38,793.0461154,2488.64,0.681333533,0.5,63.21250981,2.664975669,21.53440133,0.693647936,0.057978645,0.31058329,DARK-1045-20180822-17_09_40,762.4,1726.24,0.982246898,0.309274679,1.003157485,0.313792669,75.00269355,63.21250981,0.842803196,0.195606392,6,0.5,0: Broadleaf,1556305637,406.7824194,410.001871,17.34151613,16.00207097,600.0005161,84.16289032,0.099945561,25.96343871,24.99913871,999.9,0,0,14001.53548,0,0.001587506,75.00269355,0.899919839,0.100080303,0,793.0475161,4.99974,579.1723226,590.8966129,37.887,41.875,39.879,41.99187097,41.09858065,62.99612903,7.008387097,0,299.8999999,793.0461154,0.568786321,1.216000067,579.1927692,15,1556305422,14:03:41,35,2.118,0.542,410,16,0.65,0.07,2.66641247,0.030394159,0.021987073,-1,-3.223591463,0.080706899,0.020414131,1,793.0015588,0.86177172,0.190121817,-1,1.339261951,0.000488362,0.000573688,1,2,2,2/2,1.86356,1.85837,1.86964,1.86691,1.8665,1.86474,1.86309,1.86738,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,2.118,0.542,2,626.35,661.477,24.3861,27.0229,30.0001,26.8949,26.9308,26.737,47.4262,0,24.3806,410,16,101.736,138.033
36,1556305796,6873.5,20190426 14:09:55,14:09:55,782.6952,14.86712,90.2257208,18.6691,11.21784,0.244041935,1.000454032,1287.384,2.28107411,-2.528257077,41.60723373,-24.42981167,,1556305788,0.001390428,1.464992381,203.2476452,161.935766,13.64507523,17.12610795,0.067418227,2.519131356,0.066431678,0.041607234,12.36424625,25.62984783,24.99626774,3.178970137,43.48266422,1.463932722,3.366704291,1.715037415,-61.31787767,131.1749834,11.06763321,93.28898516,-0.048870106,0.054860975,3.949289315,4,1,1,0,60856.35748,0,798.3830769,3261.57,2463.186923,0.755215103,-1,MPF-1046-20180822-17_12_09,817.4394231,2415.88,0.661639062,0.5,63.20988744,1.464992381,20.91106532,0.673684123,0.038996943,0.350054638,DARK-1047-20180822-17_12_11,788.34,1627.54,0.98212061,0.341937466,0.98821862,0.343331638,74.99959032,63.20988744,0.842803103,0.195606206,6,0.5,0: Broadleaf,1556305788,203.2476452,204.9952258,17.37352581,16.00726452,600.0044516,84.16226452,0.100005455,25.96212903,24.99626774,999.9,0,0,14003.02581,0,0.00157826,74.99959032,0.899933581,0.100066548,0,817.5038065,4.99974,598.6270645,590.8723226,37.87093548,41.875,39.875,41.937,41.062,62.99548387,7.008064516,0,150.0999999,817.4394231,-5.203111113,-13.97473506,598.3994231,15,1556305725,14:08:45,36,1.839,0.547,205,16,0.2,0.07,1.456645577,0.065888784,0.022511561,-1,-1.742320732,-0.051081533,0.02180737,1,817.7069118,-5.279423062,0.546822768,-1,1.36509561,0.028871707,0.002902641,1,2,2,2/2,1.86356,1.85839,1.86964,1.86691,1.86652,1.86471,1.8631,1.86739,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,1.839,0.547,2,626.556,660.828,24.3352,27.0321,30,26.9066,26.9422,15.3542,47.4262,0,24.3398,205,16,101.738,138.029
