obs,time,elapsed,date,hhmmss,Ci(m),H2O_B,P_B,T_B,Dp_B, CO2R_DAC,H2OR_DAC,Flow_s+r,Flow_S+R,gtc*,gtc_mmol,rtc*-rtc,replicate,TIME,E,A,Ca,Ci,Pci,Pca,gsw,gbw,gtw,gtc,Rabs,TleafEB,TleafCnd,SVPleaf,RHcham,VPcham,SVPcham,VPDleaf,LatHFlux,SenHFlux,NetTherm,EBSum,blfa_1,blfa_2,blfa_3,Leak,LeakPct,CorrFact,CorrFactPct,Fan,DarkAdaptedID,Fo,Fm,Fv,Fv/Fm,Adark,LightAdaptedID,Fs,Fm',PhiPS2,PS2/1,Qabs_fs,Afs,ETR,Fv'/Fm',PhiCO2,NPQ,DarkPulseID,Fo',Fv',qP,qN,qP_Fo,qN_Fo,Qin,Qabs,alpha,convert,S,K,Geometry,TIME,CO2_s,CO2_r,H2O_s,H2O_r,Flow,Pa,?Pcham,Tair,Tleaf,Tleaf2,Offset,Offset2,Fan_speed,Qamb_in,Qamb_out,Q,f_red,f_blue,f_farred,F,Q_modavg,F_dc,Pc,Tled,TDigital,TPreamp,TPwrSpy,TDrive,Q_red,Q_blue,Q_farred,TSPF,F_avg,dF/dt,dF_dc/dt,F_dc_avg,period,time,hhmmss,count,co2_adj,h2o_adj,co2_at,h2o_at,co2_cv,h2o_cv,A:MN,A:SLP,A:SD,A:OK,?CO2:MN,?CO2:SLP,?CO2:SD,?CO2:OK,F:MN,F:SLP,F:SD,F:OK,?H2O:MN,?H2O:SLP,?H2O:SD,?H2O:OK,Stable,Total,State,ADC_CH1,ADC_CH2,ADC_CH3,ADC_CH4,ADC_CH5,ADC_CH6,ADC_CH7,ADC_CH8,DAC_1,DAC_2,DAC_3,DAC_4,GPIO,GPIO_dir,excit_5v,power_12v,power_5v,ch1_pullup,AuxPower,MatchValveR,MatchValveS,MatchCO2,MatchH2O,DIAG,Flow_s,Flow_r,Txchg,Tirga,Tchopper,Ts,Tr,CO2_%,Desiccant_%,Humidifier_%,Txchg_sp,CO2_r_sp,H2O_r_sp,SS_s,SS_r
51,1556310292,11369.9,20190426 15:24:52,15:24:52,782.6952,14.86696,90.2247884,18.6687,11.21778,0.059521997,0.998854234,1289.214,2.284493615,-0.208178209,170.3718745,-10.67309012,,1556310284,0.004756563,0.152612387,49.60989032,47.3604859,3.989105647,4.178569749,0.287329001,2.518219815,0.270278997,0.170371874,121.9203144,25.269173,24.98872581,3.177540974,51.93332914,1.738484323,3.347531059,1.439056651,-209.7644374,119.0565008,10.04354049,41.2559183,-0.048842392,0.054829864,3.947566736,2,0,1,0,60842.69892,0,798.3830769,3261.57,2463.186923,0.755215103,-1,MPF-1076-20180822-18_27_05,854.9800385,1156.16,0.260500244,0.5,631.1933668,0.152612387,82.21301288,0.445803349,0.001826084,1.821036881,DARK-1077-20180822-18_27_07,640.74,515.42,0.584338911,0.803337111,0.841809357,0.854750397,750.0106452,631.1933668,0.841579211,0.193158421,6,0.5,0: Broadleaf,1556310284,49.60989032,49.99847742,20.64008065,15.98166774,599.9967097,84.12860645,0.099956068,25.86567419,24.98872581,999.9,0,0,14000.68387,0,0.001744405,750.0106452,0.947001645,0.052998623,0,854.9643871,4.99974,6420.000645,6361.080968,40.69716129,43.562,42.163,43.437,43.375,705.5267742,39.48064516,0,150.1000001,854.9800385,0.369743581,6.05162394,6420.055769,15,1556310220,15:23:40,51,1.549,0.54,50,16,0.25,0.02,0.148862067,0.040557089,0.025909682,-1,-0.388621829,0.039941519,0.020979606,1,854.9880882,-0.258253186,0.209214127,-1,4.65295878,0.102292683,0.010140114,0,1,2,1/2,1.86356,1.85837,1.86963,1.86687,1.86646,1.86465,1.86308,1.86737,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,1.549,0.54,2,629.188,660.026,23.7116,26.9316,30.0002,26.8095,26.847,5.982,46.3326,0,23.7135,50,16,101.776,138.007
52,1556310443,11520.4,20190426 15:27:22,15:27:22,782.6994,14.86696,90.2252546,18.6691,11.21796,0.488086559,0.999128831,1290.685,2.287715395,-48.38509137,183.8172259,-5.460854074,,1556310435,0.0050437,19.05008983,388.9812258,276.2190777,23.26584225,32.76376098,0.311327528,2.518045032,0.291415045,0.183817226,121.9180108,25.26710841,24.98849032,3.17749636,52.38764711,1.762430619,3.364210297,1.415065742,-222.4271735,130.4746856,11.0121726,40.97769559,-0.048837079,0.0548239,3.947236484,1,0,1,0,60819.8812,0,798.3830769,3261.57,2463.186923,0.755215103,-1,MPF-1078-20180822-18_29_36,896.7833077,1562.91,0.426209246,0.5,631.1806688,19.05008983,134.5075184,0.578516997,0.031766007,1.086857209,DARK-1079-20180822-18_29_38,658.74,904.17,0.736727266,0.652620417,0.871292655,0.689618796,749.9954516,631.1806688,0.841579329,0.193158658,6,0.5,0: Broadleaf,1556310435,388.9812258,409.9927097,20.92410645,15.98606129,600.0145806,84.12959355,0.100078226,25.94960968,24.98849032,999.9,0,0,13998.99677,0,0.001735157,749.9954516,0.94700029,0.052999945,0,896.3703871,4.99974,6748.823871,6360.949677,40.76,43.61280645,42.19716129,43.45122581,43.43903226,705.5112903,39.48290323,0,150.1000001,896.7833077,31.12567522,243.3921367,6751.840769,15,1556310381,15:26:21,52,2.191,0.539,410,16,0.06,0.02,19.01437961,0.540310802,0.061339041,-1,-20.98726585,-0.569671777,0.060464876,0,895.2248529,31.05635157,3.048595203,-1,4.934393902,0.086137422,0.00851722,1,1,2,1/2,1.86357,1.85837,1.86966,1.86691,1.86649,1.86476,1.8631,1.86737,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,2.191,0.539,2,629.925,660.76,23.8766,26.9453,30.0002,26.823,26.8616,26.7478,46.3326,0,23.8815,410,16,101.774,138.004
53,1556310593,11670.9,20190426 15:29:53,15:29:53,782.6952,14.86712,90.2247884,18.6691,11.21796,0.48810937,0.998844153,1290.716,2.288209771,-51.48098766,192.5773166,-5.212144215,,1556310585,0.005231575,20.33749476,387.6465484,273.0651598,22.99923577,32.64998863,0.327071778,2.518145777,0.305171155,0.192577317,121.9216898,25.25625187,24.99541935,3.178809343,52.69091664,1.777394954,3.37324736,1.401414389,-230.7124783,135.6925856,11.45511971,38.35691691,-0.048840141,0.054827337,3.94742684,2,0,1,0,60813.7196,0,798.3830769,3261.57,2463.186923,0.755215103,-1,MPF-1080-20180822-18_32_06,941.4566538,1684.03,0.440950189,0.5,631.1983129,20.33749476,139.1635076,0.597026181,0.03380474,0.936764784,DARK-1081-20180822-18_32_08,678.62,1005.41,0.738577641,0.610751273,0.83845303,0.640446726,750.0162258,631.1983129,0.841579543,0.193159087,6,0.5,0: Broadleaf,1556310585,387.6465484,410.011871,21.10264194,15.98150645,600.0046774,84.12618387,0.099997845,25.99493548,24.99541935,999.9,0,0,14000.44194,0,0.001655938,750.0162258,0.94700029,0.052999945,0,941.3913548,4.99974,7079.31871,6361.128387,40.8,43.625,42.25,43.5,43.4613871,705.5312903,39.48967742,0,150.1000001,941.4566538,6.063076933,50.42905982,7079.879615,15,1556310499,15:28:18,53,2.139,0.536,410,16,0.05,0.02,20.31548797,0.293783298,0.038397224,-1,-22.34408049,-0.383305923,0.041791044,1,941.0532353,6.430008281,0.658316394,-1,5.118102439,0.063027596,0.006388461,1,2,2,2/2,1.86356,1.85839,1.86966,1.86691,1.86646,1.86477,1.8631,1.86737,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,2.139,0.536,2,629.748,660.968,23.8919,26.959,30.0002,26.8343,26.8718,26.7444,46.3326,0,23.8955,410,16,101.773,138.002
54,1556310744,11821.4,20190426 15:32:23,15:32:23,782.6952,14.86696,90.2249438,18.6689,11.2179,0.488085868,0.998676411,1291.301,2.289707477,-51.96367867,201.0161858,-4.993967993,,1556310736,0.005404827,20.54332274,387.3551613,276.2366351,23.26479231,32.62325207,0.342323962,2.517937556,0.318411369,0.201016186,121.9148804,25.24439227,24.99468387,3.178669954,52.97615806,1.791261732,3.38126017,1.387408222,-238.3528899,141.2246619,11.92548302,36.71213538,-0.048833813,0.054820233,3.947033415,1,0,1,0,60798.14184,0,798.3830769,3261.57,2463.186923,0.755215103,-1,MPF-1082-20180822-18_34_37,956.8108462,1726.27,0.445735113,0.5,631.1633658,20.54332274,140.6658372,0.603700464,0.03413272,0.8893742,DARK-1083-20180822-18_34_39,684.12,1042.15,0.738338199,0.595666259,0.829259616,0.62329821,749.9747419,631.1633658,0.841579497,0.193158993,6,0.5,0: Broadleaf,1556310736,387.3551613,409.992129,21.26870968,15.97882258,599.9984839,84.12053548,0.099981845,26.03503548,24.99468387,999.9,0,0,13999.56774,0,0.001660562,749.9747419,0.946998258,0.053001929,0,956.7504516,4.99974,7193.593226,6360.771613,40.84045161,43.663,42.304,43.516,43.5,705.4896774,39.48612903,0,149.9000001,956.8108462,6.717059838,48.80991454,7194.122692,15,1556310654,15:30:54,54,2.188,0.537,410,16,0.05,0.02,20.54210639,0.069134592,0.025870159,-1,-22.63906098,-0.075204878,0.026699108,1,956.4877059,6.352772612,0.652664427,-1,5.28732122,0.063821185,0.006362224,1,2,2,2/2,1.86356,1.85837,1.86965,1.86689,1.86647,1.86474,1.86307,1.86737,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,2.188,0.537,2,630.064,661.237,23.9641,26.9613,30.0002,26.8388,26.8787,26.7491,46.3326,0,23.9696,410,16,101.775,138.007
55,1556310894,11971.9,20190426 15:34:54,15:34:54,782.6868,14.86696,90.2247884,18.6685,11.2176,0.714284063,0.998018347,1291.59,2.290820609,-120.4892444,206.7518265,-4.845016139,,1556310886,0.005526869,25.46010727,571.3807419,434.789002,36.613747,48.11618929,0.352735219,2.51801611,0.32740439,0.206751826,121.9182444,25.25041454,24.99999032,3.179675755,53.10578533,1.800163659,3.389769397,1.379512096,-243.7349442,146.277264,12.35472602,36.81529019,-0.0488362,0.054822913,3.947181838,1,0,1,0,60791.23968,0,798.3830769,3261.57,2463.186923,0.755215103,-1,MPF-1084-20180822-18_37_07,969.1690769,1790.46,0.458703866,0.5,631.1819623,25.46010727,144.762803,0.614367258,0.04192152,0.821638015,DARK-1085-20180822-18_37_09,690.46,1100,0.746628112,0.572169219,0.827850043,0.597238474,749.997,631.1819623,0.841579316,0.193158632,6,0.5,0: Broadleaf,1556310886,571.3807419,599.9986129,21.37698065,15.96829355,600.0038387,84.11042258,0.099957226,26.07752903,24.99999032,999.9,0,0,14001.93548,0,0.001663336,749.997,0.946999613,0.053000606,0,969.1864839,4.99974,7297.304516,6360.960323,40.883,43.687,42.32012903,43.562,43.558,705.5116129,39.48258065,0,150,969.1690769,-1.906803422,-24.48376068,7297.273462,15,1556310830,15:33:49,55,2.164,0.536,600,16,0.06,0.02,25.46951289,-0.139667716,0.032561066,-1,-28.62680732,0.110560976,0.033888774,1,969.3774118,-3.625346173,0.409540641,-1,5.407829512,0.019856655,0.002090653,1,2,2,2/2,1.86354,1.85837,1.8696,1.86685,1.86646,1.86467,1.86309,1.86737,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,2.164,0.536,2,630.057,661.533,24.0136,26.9635,30,26.8434,26.8809,36.2739,46.3326,0,24.012,600,16,101.775,138.005
56,1556311045,12122.4,20190426 15:37:24,15:37:24,782.6784,14.86696,90.2247884,18.6683,11.21778,0.976200922,0.997327218,1292.376,2.292532363,4981.202139,199.7619349,-5.005757965,,1556311037,0.005395381,27.54742971,788.2086774,631.139753,53.14190382,66.36709148,0.340061197,2.516884615,0.316442856,0.199761935,121.9194095,25.29349945,25.00955161,3.181488735,52.74145227,1.78823964,3.39057717,1.393249095,-237.936288,145.4608592,12.29213377,41.73611449,-0.04880182,0.054784319,3.945044233,1,0,1,0,60751.85264,0,798.3830769,3261.57,2463.186923,0.755215103,-1,MPF-1086-20180822-18_39_38,934.8187692,1712.33,0.454066232,0.5,631.1887932,27.54742971,143.3007585,0.606547803,0.045228036,0.904755509,DARK-1087-20180822-18_39_40,673.72,1038.61,0.748607495,0.598659119,0.850718145,0.628957545,750.0052258,631.1887932,0.841579194,0.193158388,6,0.5,0: Broadleaf,1556311037,788.2086774,820.0087742,21.23802581,15.95723548,600.0003548,84.0999,0.099999577,26.08155806,25.00955161,999.9,0,0,13993.82903,0,0.001647306,750.0052258,0.947003,0.0529973,0,934.9349355,4.99974,7045.577419,6361.037742,40.93306452,43.69106452,42.34248387,43.57419355,43.57419355,705.5232258,39.48,0,150.1000001,934.8187692,-8.597948712,-63.70940171,7044.777692,15,1556310968,15:36:08,56,2.762,0.534,820,16,0.1,0.01,27.54896272,0.034652718,0.030690448,-1,-31.80399268,0.023456446,0.029340469,1,935.2437353,-8.629383749,0.868188998,-1,5.286675366,-0.142085436,0.014020746,0,1,2,1/2,1.86352,1.85837,1.86963,1.86683,1.86646,1.86466,1.86309,1.86737,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,2.762,0.534,2,629.926,662.45,23.8958,26.975,30.0001,26.8501,26.89,46.4266,46.3326,0,23.887,820,16,101.769,138
57,1556311195,12272.9,20190426 15:39:55,15:39:55,782.691,14.86696,90.2249438,18.6686,11.21778,1.428590246,0.996852823,1292.951,2.293291486,73.12797229,170.7993572,-5.841148313,,1556311187,0.004785912,28.0580919,1166.375806,972.1393336,81.84246683,98.19484712,0.288091573,2.517778522,0.270951032,0.170799357,121.9205857,25.3999029,25.00684194,3.180974843,51.47294859,1.737367129,3.375301351,1.443607714,-211.0587265,135.5186669,11.44335456,57.8238807,-0.04882898,0.054814807,3.946732942,2,0,1,0,60796.08271,0,798.3830769,3261.57,2463.186923,0.755215103,-1,MPF-1088-20180822-18_42_08,897.8369615,1600.67,0.439086781,0.5,631.194656,28.0580919,138.574615,0.590521469,0.046036657,1.037627993,DARK-1089-20180822-18_42_10,655.44,945.23,0.743557693,0.637305123,0.876037012,0.674289062,750.0121613,631.194656,0.841579228,0.193158457,6,0.5,0: Broadleaf,1556311187,1166.375806,1200.015806,20.63675484,15.94964516,600.0047097,84.08800968,0.099990948,26.00522258,25.00684194,999.9,0,0,14003.59677,0,0.0015536,750.0121613,0.947005581,0.052994655,0,898.023871,4.99974,6771.709355,6361.100323,40.937,43.70325806,42.375,43.61280645,43.57825806,705.53,39.48129032,0,150.1000001,897.8369615,-15.46594871,-113.7446154,6770.340385,15,1556311120,15:38:40,57,3.618,0.535,1200,16,0.07,0.02,28.08580203,-0.436994555,0.056818139,-1,-33.68167805,0.780911498,0.085065024,0,898.8515882,-16.9388076,1.678240467,-1,4.70322,-0.320488432,0.031610921,0,0,2,0/2,1.86355,1.85837,1.86963,1.86686,1.86647,1.8647,1.86308,1.86737,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,3.618,0.535,2,629.542,663.409,23.5952,26.9886,30.0001,26.8614,26.899,62.2963,46.3326,0,23.594,1200,16,101.763,137.998
58,1556311346,12423.5,20190426 15:42:25,15:42:25,782.691,14.86696,90.2247884,18.6685,11.21766,1.90477957,0.999122782,1293.448,2.293666179,36.7752036,130.7660413,-7.620053106,,1556311338,0.003856879,28.77695152,1565.200645,1302.84052,109.6621782,131.7454512,0.217810539,2.517104721,0.207855231,0.130766041,121.9184137,25.55373604,25.00539032,3.180699574,49.65705322,1.663791072,3.350563443,1.516908502,-170.0883517,118.8168626,10.02937562,80.6763002,-0.048808507,0.054791824,3.945460009,2,0,1,0,60797.50137,0,798.3830769,3261.57,2463.186923,0.755215103,-1,MPF-1090-20180822-18_44_39,879.9212308,1554.65,0.434006863,0.5,631.1835137,28.77695152,136.9689883,0.580703052,0.047176377,1.097944875,DARK-1091-20180822-18_44_41,651.86,902.79,0.747381749,0.654065011,0.892183366,0.692972175,749.9989355,631.1835137,0.841579213,0.193158426,6,0.5,0: Broadleaf,1556311338,1565.200645,1600.014839,19.76665484,15.98596452,599.9921935,84.07165484,0.099950616,25.88096129,25.00539032,999.9,0,0,14000.44839,0,0.001765674,749.9989355,0.947007516,0.052992671,0,880.060871,4.99974,6636.340323,6360.992581,40.99593548,43.774,42.437,43.667,43.625,705.52,39.48032258,0,150.1000001,879.9212308,-15.01935042,-111.2717948,6635.160769,15,1556311262,15:41:02,58,4.822,0.531,1600,16,0.05,0.03,28.78969163,-0.088928881,0.053958829,-1,-34.84985366,0.613252265,0.081732273,0,880.6216765,-14.73579216,1.461286776,-1,3.795673415,-0.357003345,0.035220545,0,0,2,0/2,1.86355,1.85837,1.86961,1.86685,1.86646,1.86466,1.86306,1.86738,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,4.822,0.531,2,628.78,664.668,23.3875,27.0046,29.9997,26.8727,26.9104,77.2549,46.0582,0,23.404,1600,16,101.765,137.999
59,1556311496,12574,20190426 15:44:56,15:44:56,782.691,14.86696,90.2247884,18.6688,11.21784,0.488062711,0.998045161,1289.864,2.286772461,-38.71008567,109.1451191,-9.187946847,,1556311488,0.003310974,15.06142752,393.6082258,245.9136005,20.69645532,33.12665523,0.180576755,2.516739743,0.173675236,0.109145119,121.9196351,25.61065938,24.98074194,3.176028679,48.57379782,1.617249929,3.329469801,1.55877875,-146.0139361,107.6815498,9.084759294,92.67200808,-0.04879742,0.054779379,3.944770585,3,0,1,0,60806.15119,0,798.3830769,3261.57,2463.186923,0.755215103,-1,MPF-1092-20180822-18_47_09,824.3396538,1333.7,0.381915233,0.5,631.1897171,15.06142752,120.5304839,0.521871485,0.025446276,1.445504986,DARK-1093-20180822-18_47_11,637.68,696.02,0.731818549,0.734737356,0.951511757,0.782673041,750.0062903,631.1897171,0.841579231,0.193158462,6,0.5,0: Broadleaf,1556311488,393.6082258,409.9726774,19.21603226,15.96872258,600.0074194,84.06146774,0.100023442,25.77437097,24.98074194,999.9,0,0,13998.96452,0,0.001623881,750.0062903,0.947010097,0.052990026,0,824.256,4.99974,6208.485806,6361.058065,41.008,43.812,42.44512903,43.687,43.641,705.5287097,39.48129032,0,150.0999999,824.3396538,5.137948705,32.88957255,6208.973077,15,1556311432,15:43:52,59,2.104,0.54,410,16,0.12,0.03,15.03408375,0.388422035,0.046733693,-1,-16.34890732,-0.384058537,0.045498354,1,824.0773529,4.029122126,0.425149585,-1,3.248227073,-0.012907526,0.001795091,1,2,2,2/2,1.86355,1.85837,1.86964,1.86688,1.86646,1.86466,1.86309,1.86737,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,2.104,0.54,2,628.491,661.373,23.3468,27.0161,30.0002,26.884,26.924,26.7546,46.0582,0,23.357,410,16,101.762,137.987
60,1556311942,13020,20190426 15:52:22,15:52:22,782.691,14.86696,90.2249438,18.6689,11.21796,0.488086022,0.997236089,1290.209,2.290052772,-33.15938671,115.3990211,-8.695742146,,1556311934,0.003479395,12.82953679,395.785871,274.5054572,23.0994672,33.30514023,0.191297367,2.516121458,0.183569091,0.115399021,61.93481186,25.4579337,24.9974129,3.179187188,48.07333765,1.629782342,3.390200102,1.549404846,-153.4413303,146.8082509,12.40888426,67.71061676,-0.048778643,0.0547583,3.943602816,3,1,1,0,60722.45429,0,798.3830769,3261.57,2463.186923,0.755215103,-1,MPF-1094-20180822-18_54_35,984.825,2136.78,0.53910791,0.5,316.1229217,12.82953679,85.21218381,0.644614794,0.04374734,0.526394856,DARK-1095-20180822-18_54_37,759.38,1377.4,0.836325686,0.449522219,0.860697585,0.456640131,375.0153226,316.1229217,0.842960014,0.195920029,6,0.5,0: Broadleaf,1556311934,395.785871,409.9922581,19.36772581,15.95577742,600.0103548,84.04926452,0.100127032,26.07967742,24.9974129,999.9,0,0,13995.60968,0,0.001577644,375.0153226,0.90000729,0.099992584,0,984.8178387,4.99974,3661.972258,3123.376129,40.008,43.437,41.812,43.403,42.933,333.016129,37.00193548,0,445.1999998,984.825,2.347350424,11.49435892,3661.754231,15,1556311845,15:50:45,60,2.17,0.538,410,16,0.09,0.03,12.8228334,0.121020638,0.037327424,-1,-14.19749756,-0.176891289,0.038756755,1,984.6571176,3.170713409,0.358265984,-1,3.410178049,0.032859303,0.003315891,1,2,2,2/2,1.86355,1.85837,1.86966,1.86689,1.86647,1.86472,1.86309,1.86737,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,2.17,0.538,2,628.492,661.717,24.1589,27.0461,30.0002,26.918,26.9558,26.7668,45.7821,0,24.1581,410,16,101.756,137.975
61,1556312093,13170.5,20190426 15:54:52,15:54:52,782.691,14.86696,90.2249438,18.6686,11.21772,0.357138134,1.002299194,1290.28,2.290400948,-20.6972727,118.5775823,-8.481612804,,1556312085,0.003544647,10.2232476,288.7492258,195.2987023,16.43224367,24.29508021,0.196760544,2.516405614,0.18859556,0.118577582,61.93188677,25.4310765,24.99031935,3.177842898,48.44723743,1.641744667,3.388727107,1.53609823,-156.3189374,146.790258,12.40506216,64.8082695,-0.048787272,0.054767987,3.944139486,2,0,1,0,60732.5102,0,798.3830769,3261.57,2463.186923,0.755215103,-1,MPF-1096-20180822-18_57_06,988.0026923,2126.26,0.535333077,0.5,316.1074083,10.2232476,84.61137573,0.641831197,0.035504538,0.53394693,DARK-1097-20180822-18_57_08,761.56,1364.7,0.83407145,0.454122184,0.857200911,0.460911021,374.9968387,316.1074083,0.842960195,0.19592039,6,0.5,0: Broadleaf,1556312085,288.7492258,299.9960323,19.51228387,16.0367871,599.9976129,84.03904839,0.099983113,26.07232903,24.99031935,999.9,0,0,13999.7871,0,0.001584117,374.9968387,0.899989903,0.100010039,0,987.9151935,4.99974,3669.52,3123.207419,39.86687097,43.254,41.625,43.22967742,42.756,332.9932258,37.00193548,0,149.8999999,988.0026923,8.024410264,33.29846171,3669.884615,15,1556312020,15:53:40,61,2.005,0.54,300,16,0.16,0.02,10.21864716,0.103597465,0.0281586,-1,-11.24124634,-0.149770035,0.030186664,1,987.5198235,9.019729501,0.915636759,-1,3.471690244,0.084437979,0.008420469,1,2,2,2/2,1.86355,1.85837,1.86962,1.86686,1.86647,1.86468,1.86307,1.86737,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,2.005,0.54,2,628.907,661.373,24.2564,27.0641,30.0002,26.9316,26.9717,20.8342,45.5113,0,24.2546,300,16,101.756,137.973
62,1556312243,13321,20190426 15:57:23,15:57:23,782.691,14.86696,90.2247884,18.669,11.21754,0.244048157,1.002450605,1290.318,2.290935013,-12.0245294,125.9905076,-8.020269228,,1556312235,0.003730828,7.039956235,197.2247419,136.4081001,11.47563013,16.5919633,0.209545559,2.516369851,0.200311663,0.125990508,61.9297216,25.39399757,24.99567419,3.178857641,48.84371966,1.657013365,3.392479886,1.521844276,-164.5295063,148.6007983,12.55976711,58.56078071,-0.048786186,0.054766768,3.94407194,2,0,1,0,60726.49001,0,798.3830769,3261.57,2463.186923,0.755215103,-1,MPF-1098-20180822-18_59_36,949.0179615,1984.63,0.521816177,0.5,316.0962453,7.039956235,82.47206707,0.628253125,0.025435153,0.643414642,DARK-1099-20180822-18_59_38,737.78,1246.85,0.830582699,0.505961273,0.873015574,0.518409703,374.9835806,316.0962453,0.84296023,0.195920459,6,0.5,0: Broadleaf,1556312235,197.2247419,205.0004516,19.69652581,16.03920968,600.0044839,84.0271871,0.100002706,26.09104516,24.99567419,999.9,0,0,14001.45161,0,0.0015536,374.9835806,0.899984935,0.100015026,0,948.8865806,4.99974,3520.782258,3123.09129,39.73983871,43.125,41.49587097,43.10670968,42.661,332.98,37.00096774,0,150.0999999,949.0179615,12.43805126,49.4061538,3521.378846,15,1556312168,15:56:08,62,1.909,0.542,205,16,0.16,0.02,7.02918986,0.180573957,0.031394049,-1,-7.771068049,-0.185653171,0.031942167,1,948.2506176,12.35870668,1.232669986,-1,3.652859024,0.086560976,0.008590636,1,2,2,2/2,1.86355,1.85837,1.86959,1.8669,1.86646,1.86465,1.86309,1.86737,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,1.909,0.542,2,628.939,661.379,24.2516,27.071,30,26.9429,26.9808,15.3902,45.5113,0,24.2519,205,16,101.757,137.972
63,1556312394,13471.5,20190426 15:59:53,15:59:53,782.6952,14.86696,90.2257208,18.6689,11.21796,0.119038717,1.00161754,1290.496,2.291481439,-3.796377732,136.5041496,-7.589193604,,1556312386,0.0039849,2.603147322,97.00280968,75.41604301,6.344066271,8.159964757,0.227781923,2.515821489,0.216913411,0.13650415,61.93312708,25.32560609,24.98818065,3.177437691,49.39946816,1.676645905,3.394056591,1.500791786,-175.7340707,150.6506004,12.73581665,49.58547336,-0.048769536,0.054748076,3.943036321,2,0,1,0,60706.11838,0,798.3830769,3261.57,2463.186923,0.755215103,-1,MPF-1100-20180822-19_02_07,845.1346538,1577.93,0.46440295,0.5,316.1137192,2.603147322,73.4020718,0.573656626,0.011398263,1.066992832,DARK-1101-20180822-19_02_09,672.74,905.19,0.809548654,0.650347841,0.940027245,0.683521005,375.0043226,316.1137192,0.842960201,0.195920402,6,0.5,0: Broadleaf,1556312386,97.00280968,99.99252258,19.93138065,16.02588065,599.9961613,84.02094516,0.099966223,26.09890323,24.98818065,999.9,0,0,13997.7129,0,0.00152894,375.0043226,0.899989903,0.100010039,0,845.0947419,4.99974,3137.798387,3123.270645,39.633,43.06606452,41.423,43.042,42.57419355,333.0012903,37.00290323,0,150,845.1346538,3.133709401,14.52581204,3138.052308,15,1556312327,15:58:47,63,1.698,0.545,100,16,0.29,0.02,2.611918489,-0.094913883,0.037447248,-1,-2.999480244,0.07799101,0.039737909,1,844.9522059,3.38494505,0.364797912,-1,3.900791707,0.114989059,0.011372995,0,1,2,1/2,1.86356,1.85837,1.86966,1.86689,1.86652,1.86465,1.86306,1.86737,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,1.698,0.545,2,629.172,661.324,24.3426,27.071,30.0002,26.9452,26.9831,9.06251,45.5113,0,24.344,100,16,101.757,137.97
64,1556312544,13622,20190426 16:02:24,16:02:24,782.6868,14.86696,90.2247884,18.6691,11.21784,0.059518287,1.000463105,1290.314,2.291897021,-0.18010747,149.6720019,-12.23351688,,1556312536,0.004298913,0.132025422,49.64989355,47.37441801,3.984522688,4.175906229,0.250788463,2.516044676,0.237682536,0.149672002,61.93209398,25.27863791,24.98959677,3.17770599,49.96598417,1.700596047,3.403507557,1.477109943,-189.5820805,156.8520025,13.26213117,42.46414717,-0.048776312,0.054755683,3.943457808,2,0,1,0,60702.78759,0,798.3830769,3261.57,2463.186923,0.755215103,-1,MPF-1102-20180822-19_04_37,808.173,1373.57,0.411625909,0.5,316.1082736,0.132025422,65.05917776,0.525717655,0.003581132,1.37452041,DARK-1103-20180822-19_04_39,651.46,722.11,0.782979048,0.723341162,0.98297958,0.766486693,374.9978387,316.1082736,0.842960255,0.195920509,6,0.5,0: Broadleaf,1556312536,49.64989355,49.99536129,20.21942258,16.00740968,599.997,84.00706452,0.099988506,26.14593871,24.98959677,999.9,0,0,14001.97097,0,0.001535413,374.9978387,0.899987419,0.100012532,0,808.1979032,4.99974,3002.343871,3123.214839,39.60264516,43.062,41.375,43,42.546,332.9945161,37.00290323,0,150.0999999,808.173,-2.021128203,-7.893675203,3002.390385,15,1556312472,16:01:12,64,1.581,0.544,50,16,0.31,0.02,0.13148441,0.032725617,0.019516409,-1,-0.343675512,-0.067451394,0.020072186,1,808.3048824,-2.165274725,0.253292062,-1,4.205801951,0.123723136,0.012209583,0,1,2,1/2,1.86354,1.85837,1.86964,1.86691,1.86646,1.86471,1.86306,1.86737,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,1.581,0.544,2,629.5,660.814,24.433,27.0679,30.0002,26.9474,26.9854,5.99522,45.5113,0,24.4375,50,16,101.758,137.97
